IDType,project,package,complextype,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_data_class
11773,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.util,IMDB,0,0,0,7,0,17,2,7,1,0,1,1217,1217,14,0.3,2,38,0,167,0.833333,1,167,23.857143,23.857143,52,239,3,7639,261,35,764,30,4305,3256,120720,0,0,1,0,0,1,1,1,0,0,0,5,2,0,0,0,0,7,7,0,0,7,0,7,0,0,false
11900,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.traffic,TrafficConfiguration.Location,1,10,0,12,0,0,0,2,5,0,1,125,55,0,0.111111,0,12,0,12,0.909091,0.166667,2,1,1,12,40,0,1908,62,35,764,30,4305,3256,120720,1,0,5,0,0,0,0,0,5,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,2,true
11908,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.traffic,Traffic.Result,0,6,0,7,0,0,0,1,6,0,1,91,49,0,0,0,7,0,7,1,0.142857,1,1,1,12,40,0,1908,62,35,764,30,4305,3256,120720,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,true
11952,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.upcoming,UpcomingConfiguration.Location,1,6,0,8,0,0,0,2,3,0,1,81,39,0,0.2,0,8,0,8,0.857143,0.25,2,1,1,20,63,0,2505,75,35,764,30,4305,3256,120720,1,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,true
11997,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.server,Server,0,23,7,93,0,27,35,70,33,0,1,1494,1324,71,0.347339,38,202,0,289,0.961792,0.744186,254,3.107527,3.628571,17,203,2,4016,326,35,764,30,4305,3256,120720,0,0,33,0,0,0,8,0,25,0,8,86,7,0,0,0,0,93,6,0,0,6,87,69,0,1,false
12036,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.videocasting,Videocasting,0,0,11,7,1,34,9,7,9,158,7,5126,5126,23,0,25,134,0,181,1,0.8,181,25.857143,25.857143,33,103,0,6189,111,35,764,30,4305,3256,120720,0,1,8,0,0,1,2,1,7,0,1,4,3,0,0,0,0,7,4,0,0,4,3,7,0,0,false
12065,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.podcasting,Podcasting,0,0,11,8,1,34,11,8,9,158,7,5349,5349,25,0,25,134,0,185,1,0.8,185,23.125,23.125,41,113,0,6405,121,35,764,30,4305,3256,120720,0,1,8,0,0,1,2,1,7,0,1,4,4,0,0,0,0,8,5,0,0,5,3,8,0,0,false
12201,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.site,SiteEditorContext,0,6,0,10,0,2,4,4,4,4,2,78,33,4,0.166667,7,20,0,10,0.861111,0.4,4,1,1,2,8,0,145,14,85,606,65,5527,2783,69698,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,10,0,0,0,0,10,3,0,1,true
12204,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.domain.model.report,AbstractTargetScheduleView,0,22,0,23,0,0,0,1,13,0,1,292,69,0,0.044118,0,23,0,23,0.968531,0,1,1,1,2,5,0,475,43,85,606,65,5527,2783,69698,0,2,11,0,0,2,2,2,11,0,0,17,5,1,0,0,0,23,0,0,0,0,23,0,0,1,true
12206,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.domain.model.audit,Audit,0,22,0,22,0,0,0,0,12,0,1,224,8,0,0.047619,0,22,0,22,0.960317,0,0,1,0,1,0,0,224,22,85,606,65,5527,2783,69698,0,1,11,0,0,1,1,1,11,0,0,23,0,0,0,0,0,23,0,0,0,0,23,0,1,0,true
12213,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.groups.command,MembersCommand,0,10,0,10,0,0,0,0,8,0,1,89,9,0,0.111111,0,10,0,10,0.972222,0,0,1,0,9,10,0,1119,136,85,606,65,5527,2783,69698,0,3,5,0,0,3,3,3,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,true
12215,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.groups.command,AddMembersCommand,0,14,0,15,0,0,0,1,13,0,1,119,7,0,0.076923,0,15,0,15,0.994505,0.047619,1,1,1,9,10,0,1119,136,85,606,65,5527,2783,69698,0,6,7,0,0,6,6,6,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,true
12216,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.groups.command,MoveTargetsCommand,0,14,0,15,0,0,0,1,11,0,1,115,3,0,0.076923,0,15,0,15,0.980519,0.052632,1,1,1,9,10,0,1119,136,85,606,65,5527,2783,69698,0,4,7,0,0,4,4,4,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,true
12219,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.groups.command,MemberOfCommand,0,8,0,8,0,0,0,0,6,0,1,70,6,0,0.142857,0,8,0,8,0.952381,0,0,1,0,9,10,0,1119,136,85,606,65,5527,2783,69698,0,2,4,0,0,2,2,2,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,1,0,true
12221,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.ui.groups.command,AddParentsCommand,0,14,0,15,0,0,0,1,10,0,1,113,1,0,0.076923,0,15,0,15,0.971429,0.055556,1,1,1,9,10,0,1119,136,85,606,65,5527,2783,69698,0,3,7,0,0,3,3,3,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,true
12593,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.core.targets,TargetManagerImpl,1,17,1,75,0,110,38,58,15,0,1,1890,1767,103,0.402899,43,264,0,302,0.926126,0.757143,285,4.026667,4.913793,6,126,2,2701,156,85,606,65,5527,2783,69698,0,0,15,0,0,0,1,0,14,0,1,70,5,0,0,0,0,75,1,0,0,1,74,58,0,0,false
12716,/mnt/qualitas/qualitas_corpus_compile/wct-1.5.2,org.webcurator.core.harvester.coordinator,HarvestCoordinatorImpl,1,18,0,82,0,90,39,64,19,0,1,1817,1678,96,0.41396,48,249,0,302,0.905783,0.735294,283,3.682927,4.421875,3,126,4,2443,144,85,606,65,5527,2783,69698,0,0,19,0,0,0,0,0,19,0,0,68,13,1,0,0,0,82,0,0,0,0,82,63,0,1,false
13211,/mnt/qualitas/qualitas_corpus_compile/proguard-4.5.1,proguard.optimize.evaluation,PartialEvaluator,2,0,1,38,2,19,22,38,22,114,2,1241,1241,55,0.458498,99,212,0,121,0.922604,0.892857,121,3.184211,3.184211,13,166,0,5176,173,33,604,41,5154,4917,82661,0,3,19,0,0,13,6,6,9,7,0,25,13,0,0,0,0,38,0,0,0,0,38,34,0,4,false
13218,/mnt/qualitas/qualitas_corpus_compile/proguard-4.5.1,proguard.optimize.evaluation,EvaluationShrinker,1,0,4,43,2,36,23,43,17,114,2,1958,1958,53,0.333333,94,210,0,251,0.94958,1,251,5.837209,5.837209,13,166,0,5176,173,33,604,41,5154,4917,82661,0,0,17,0,0,12,2,2,5,10,0,5,38,0,0,0,0,43,0,0,0,0,43,41,0,2,false
13501,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.planet.util,Utilities,0,0,0,36,0,0,1,36,2,0,1,818,818,2,0.001783,1,38,0,118,0.985714,0.971429,118,3.277778,3.277778,6,64,0,1401,74,80,567,75,5715,3996,78591,0,1,1,0,0,1,2,1,0,0,1,34,2,0,0,2,0,34,36,2,0,34,0,36,0,0,false
13504,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.planet.util,Technorati.Weblog,0,8,0,9,0,0,1,1,8,0,1,34,10,2,0,1,11,0,11,1,0.111111,3,1.222222,3,6,64,0,1401,74,80,567,75,5715,3996,78591,0,0,8,0,0,0,0,0,8,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,true
13508,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.pojos,StaticThemeTemplate,2,24,0,27,0,0,0,3,13,0,1,131,11,0,0.04,1,27,0,27,0.961538,0.111111,3,1,1,31,350,5,6541,696,80,567,75,5715,3996,78591,0,0,13,0,0,0,0,0,13,0,0,27,0,0,0,0,0,27,0,0,0,0,27,2,0,1,true
13526,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.pojos,StaticTemplate,2,12,0,13,0,0,0,1,6,0,1,67,7,0,0.090909,0,13,0,13,0.916667,0.076923,1,1,1,31,350,5,6541,696,80,567,75,5715,3996,78591,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,true
13545,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.business.referrers,IncomingReferrer,0,10,0,11,0,0,0,1,5,0,1,52,2,0,0.111111,0,11,0,11,0.9,0.090909,1,1,1,4,32,2,427,42,80,567,75,5715,3996,78591,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,true
13559,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.ui.struts2.core,CreateWeblogBean,0,14,0,14,0,0,0,0,7,0,1,68,68,0,0.076923,0,14,0,14,0.923077,0,0,1,0,9,47,0,1185,109,80,567,75,5715,3996,78591,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,true
13703,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.ui.core.util.menu,ParsedTabItem,0,14,0,14,0,0,0,0,7,0,1,68,68,0,0.076923,0,14,0,14,0.923077,0,0,1,0,7,14,0,516,56,80,567,75,5715,3996,78591,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,true
13838,/mnt/qualitas/qualitas_corpus_compile/roller-4.0.1,org.apache.roller.weblogger.ui.rendering.util,WeblogTrackbackRequest,0,12,0,14,0,1,5,2,8,16,3,178,108,5,0.121212,10,39,0,33,0.942308,0.142857,18,2.357143,9,14,48,0,1803,162,80,567,75,5715,3996,78591,0,0,8,0,0,1,2,1,6,0,1,14,0,0,0,0,0,14,0,0,0,0,14,0,0,2,true
14144,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.user,WatchWebHandler,0,0,0,9,0,36,23,9,4,0,1,429,429,57,0.642857,26,75,0,50,0.78125,1,50,5.555556,5.555556,21,165,0,9721,166,29,338,90,5983,4284,92696,0,0,4,0,0,1,3,1,1,0,2,8,0,0,1,0,0,9,0,0,0,0,9,8,0,1,false
14145,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.user,UserModuleProcessor,1,1,0,3,0,8,21,2,18,0,1,413,407,137,1,22,140,0,136,0.972222,0.666667,135,45.333333,67.5,21,165,0,9721,166,29,338,90,5983,4284,92696,0,0,13,5,0,2,2,1,15,1,1,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,false
14198,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.auth,ForumPermission,0,4,0,4,0,0,0,0,2,0,1,20,0,0,0.333333,0,4,0,4,0.666667,0,0,1,0,22,492,7,6260,600,29,338,90,5983,4284,92696,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,5,0,0,0,0,5,0,1,0,true
14199,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.auth,CmsPermission,0,6,0,6,0,0,0,0,3,0,1,28,28,0,0.2,0,6,0,6,0.8,0,0,1,0,22,492,7,6260,600,29,338,90,5983,4284,92696,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
14273,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum,MVNForumConstant,0,0,0,1,0,0,0,1,17,0,1,69,69,0,1,0,1,0,1,0,0,1,1,1,11,431,1,3562,432,29,338,90,5983,4284,92696,0,17,0,0,0,17,17,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,false
14274,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum,MVNForumGlobal,0,0,0,1,0,0,0,1,42,0,1,79,79,0,1,0,1,0,1,0,0,1,1,1,11,431,1,3562,432,29,338,90,5983,4284,92696,0,42,0,0,0,42,42,42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,false
14424,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.db,RankBean,0,14,0,14,0,0,0,0,7,0,1,59,59,0,0.076923,0,14,0,14,0.923077,0,0,1,0,32,426,20,5272,1009,29,338,90,5983,4284,92696,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,true
14427,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.db,MessageBean,0,42,0,42,0,0,0,0,26,0,1,204,204,0,0.02439,1,42,0,42,0.984991,0,0,1,0,32,426,20,5272,1009,29,338,90,5983,4284,92696,0,5,21,0,0,5,5,5,21,0,0,43,0,0,0,0,0,43,0,0,0,0,43,0,1,0,true
14430,/mnt/qualitas/qualitas_corpus_compile/mvnforum-1.2.2-ga,com.mvnforum.db,MessageStatisticsBean,0,14,0,14,0,0,0,0,7,0,1,59,59,0,0.076923,0,14,0,14,0.923077,0,0,1,0,32,426,20,5272,1009,29,338,90,5983,4284,92696,0,0,7,0,0,0,0,0,7,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,0,true
14815,/mnt/qualitas/qualitas_corpus_compile/heritrix-1.14.4,org.archive.crawler.extractor,Link,1,4,0,7,1,0,0,3,15,0,1,100,68,0,0.2,0,7,0,8,1,0.176471,4,1.142857,1.333333,43,200,0,4916,206,45,649,50,5366,4947,94240,0,10,5,0,0,11,11,11,4,0,0,7,0,0,0,0,0,7,1,0,0,1,6,2,0,1,true
14938,/mnt/qualitas/qualitas_corpus_compile/heritrix-1.14.4,org.archive.crawler.frontier,WorkQueueFrontier,4,1,1,52,?,13,19,51,37,?,6,1320,1315,94,0.272727,29,162,1,135,0.966084,?,134,2.596154,2.627451,34,356,2,8244,383,45,649,50,5366,4947,94240,0,11,6,19,1,18,23,18,14,0,5,22,18,11,1,0,6,46,1,0,0,1,51,50,0,1,false
15415,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.gui,GanttDialogInfo,0,0,3,1,0,0,5,1,11,536,6,117,117,7,1,2,8,0,8,0,0.083333,8,8,8,114,326,8,5423,440,54,959,115,5518,4398,58718,0,11,0,0,0,7,10,7,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,false
15469,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.action.project,ProjectMenu,0,8,0,9,0,0,8,1,9,0,1,47,7,8,0,10,17,0,9,1,0.111111,1,1,1,9,39,0,266,47,54,959,115,5518,4398,58718,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,true
15524,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.resource,HumanResourceManager.CustomPropertyDefinitionImpl,1,6,0,7,0,0,1,1,6,0,1,41,11,4,0,1,11,0,7,1,0,1,1,1,13,115,4,1249,179,54,959,115,5518,4398,58718,1,0,6,0,0,6,0,0,0,6,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,1,true
15583,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.task,CustomColumEvent,0,4,0,7,0,0,1,3,8,0,1,55,35,0,0,1,8,0,7,1,0.2,3,1,1,50,372,17,3878,507,54,959,115,5518,4398,58718,0,4,2,2,0,8,4,4,0,4,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,3,true
15723,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.parser,CustomPropertiesTagHandler.CustomPropertiesStructure,0,3,0,4,0,0,0,1,3,0,1,22,7,0,0,0,4,0,4,1,0.142857,1,1,1,23,118,4,1473,146,54,959,115,5518,4398,58718,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,1,true
15784,/mnt/qualitas/qualitas_corpus_compile/ganttproject-2.0.9,net.sourceforge.ganttproject.chart,TaskRendererImpl,1,5,4,45,1,28,32,40,26,8,2,1134,1029,78,0.161905,35,155,0,172,0.957168,0.6,150,3.822222,3.75,92,431,12,6097,576,54,959,115,5518,4398,58718,0,4,22,0,0,5,6,5,20,0,1,16,29,0,0,1,0,44,0,0,1,0,44,39,0,1,false
16344,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.browsemode,BrowseHookFactory,0,0,0,9,0,1,4,9,0,3,2,82,82,3,0,12,20,0,10,0,1,10,1.111111,1.111111,16,79,0,921,95,43,849,78,5788,4778,65687,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,8,0,1,false
16365,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.controller,StructuredMenuItemHolder,0,8,0,9,0,0,0,1,4,0,1,43,43,0,0.285714,2,9,0,11,0.875,0.111111,1,1.222222,1,78,319,10,3615,375,43,849,78,5788,4778,65687,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,true
17302,/mnt/qualitas/qualitas_corpus_compile/pmd-4.2.5,net.sourceforge.pmd.util,Benchmark.BenchmarkResult,1,4,0,8,0,0,0,4,4,0,1,40,20,0,0.333333,0,8,0,9,0.857143,0.5,5,1.125,1.25,16,74,3,1295,78,88,862,52,5959,5541,71486,1,0,4,0,0,2,0,0,2,2,0,8,0,0,0,0,0,8,0,0,0,0,8,2,0,2,true
17326,/mnt/qualitas/qualitas_corpus_compile/pmd-4.2.5,net.sourceforge.pmd.dcd.asm,PrintVisitor,0,0,0,6,0,0,0,6,2,0,1,33,33,0,1,0,6,3,7,0.9,1,7,1.166667,1.166667,2,28,0,293,31,88,862,52,5959,5541,71486,0,0,2,0,0,2,1,1,0,1,0,3,1,2,0,0,0,6,0,0,0,0,6,3,0,3,false
17532,/mnt/qualitas/qualitas_corpus_compile/pmd-4.2.5,net.sourceforge.pmd.util.viewer.model,ViewerModelEvent,0,3,0,5,0,0,0,2,7,0,1,56,41,0,0,0,5,0,5,1,0.222222,2,1,1,5,32,1,366,40,88,862,52,5959,5541,71486,0,4,3,0,0,4,4,4,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,true
17804,/mnt/qualitas/qualitas_corpus_compile/pmd-4.2.5,net.sourceforge.pmd.stat,Metric,0,7,0,8,0,0,0,1,7,0,1,47,12,0,0,0,8,0,8,1,0.125,1,1,1,3,11,0,224,24,88,862,52,5959,5541,71486,0,0,7,0,0,0,0,0,7,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,1,true
18185,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.collection,PdfCollection,0,3,0,5,0,3,2,2,4,43,3,68,40,4,0,15,54,0,8,1,0.222222,5,1.6,2.5,6,20,0,453,35,24,497,38,5768,4374,117757,0,4,0,0,0,4,4,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,1,0,1,false
18188,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.collection,PdfTargetDictionary,0,6,0,8,0,4,3,2,0,43,3,85,21,4,0,13,58,0,10,0,0.25,4,1.25,2,6,20,0,453,35,24,497,38,5768,4374,117757,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,false
18203,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.qrcode,QRCode,0,20,0,25,1,2,1,5,11,0,1,214,114,2,0.202899,3,29,0,28,0.882576,0.192308,8,1.12,1.6,24,154,0,3513,212,24,497,38,5768,4374,117757,0,1,10,0,0,1,1,1,10,0,0,25,0,0,0,0,0,25,1,0,0,1,24,4,0,1,true
18235,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.richmedia,RichMediaActivation,0,6,0,7,0,6,1,1,0,43,3,77,3,2,0,15,55,0,7,0,0.142857,1,1,1,13,23,0,738,62,24,497,38,5768,4374,117757,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,false
18239,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.richmedia,RichMediaPresentation,0,6,0,7,0,6,1,1,0,43,3,76,3,2,0,14,55,0,7,0,0.142857,1,1,1,13,23,0,738,62,24,497,38,5768,4374,117757,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,false
18296,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text,Image,0,54,0,105,?,14,27,51,65,?,2,1950,1339,49,0.04601,38,154,7,263,0.993047,?,202,2.504762,3.960784,42,592,8,13290,817,24,497,38,5768,4374,117757,0,24,6,34,1,24,25,24,40,0,1,102,1,2,0,0,0,105,16,0,0,16,89,49,0,2,false
18302,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.xml.xmp,XmpMMSchema,0,0,0,1,0,0,1,1,15,63,5,38,38,1,1,3,12,0,1,0,0.066667,1,1,1,10,53,0,916,55,24,497,38,5768,4374,117757,0,14,1,0,0,15,15,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,false
18376,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf.parser,GraphicsState,0,9,0,12,0,0,1,3,10,0,1,147,57,1,0,2,13,0,12,1,0.25,3,1,1,54,179,4,2936,197,24,497,38,5768,4374,117757,0,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,12,0,0,0,0,12,1,0,2,true
18430,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf,ColumnText,0,37,0,63,0,63,20,26,55,0,1,1562,1079,56,0.311475,23,168,0,263,0.959531,0.289855,216,4.174603,8.307692,245,2644,11,73431,3557,24,497,38,5768,4374,117757,0,13,10,32,0,16,16,16,39,0,0,56,1,6,0,0,0,63,6,0,0,6,57,25,0,1,false
18433,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf,PdfStamperImp,0,18,1,64,17,126,50,46,22,154,3,1635,1395,178,0.330216,93,555,0,372,0.955267,0.444444,335,5.8125,7.282609,245,2644,11,73431,3557,24,497,38,5768,4374,117757,0,0,1,14,7,0,0,0,22,0,0,18,4,4,38,0,0,64,2,0,0,2,62,45,0,1,false
18471,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf,PdfDocument,0,25,4,76,10,163,60,51,49,35,2,2345,2147,227,0.405045,65,420,0,393,0.961088,0.722222,363,5.171053,7.117647,245,2644,11,73431,3557,24,497,38,5768,4374,117757,0,0,1,45,3,2,2,2,47,0,0,18,0,11,47,0,0,76,0,0,0,0,76,50,0,1,false
18531,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf,TrueTypeFont,0,8,3,42,1,26,20,34,28,67,2,1513,1371,47,0.356275,29,167,2,273,0.924216,0.5,250,6.5,7.352941,245,2644,11,73431,3557,24,497,38,5768,4374,117757,0,0,0,27,1,1,1,1,27,0,0,12,1,14,15,0,0,42,2,0,0,2,40,32,0,2,false
18601,/mnt/qualitas/qualitas_corpus_compile/itext-5.0.3,com.itextpdf.text.pdf,PdfReader,1,19,1,139,0,169,35,120,46,0,1,3585,3336,133,0.468492,39,302,1,742,0.977158,0.833333,703,5.338129,5.858333,245,2644,11,73431,3557,24,497,38,5768,4374,117757,0,1,13,28,4,3,4,3,42,0,1,101,9,21,8,1,0,138,24,0,1,24,114,108,0,12,false
18957,/mnt/qualitas/qualitas_corpus_compile/jedit-4.3.2,org.gjt.sp.jedit.io,VFS,0,3,4,40,?,13,20,37,18,?,1,1093,1062,30,0.011765,21,78,4,93,1,?,90,2.325,2.432432,27,175,3,3728,200,28,1037,62,6560,5860,138536,0,13,5,0,0,13,15,13,3,0,2,35,2,3,0,0,0,40,4,0,0,4,36,34,0,3,false
19338,/mnt/qualitas/qualitas_corpus_compile/jedit-4.3.2,org.gjt.sp.jedit.browser,VFSBrowser,3,11,18,53,2,35,50,42,39,518,5,2060,1951,91,0.262626,39,168,0,185,0.9714,0.622642,167,3.490566,3.97619,57,199,1,5441,224,28,1037,62,6560,5860,138536,0,11,26,0,2,12,12,12,27,0,0,42,6,0,5,0,0,53,4,0,0,4,49,40,0,2,false
19483,/mnt/qualitas/qualitas_corpus_compile/jedit-4.3.2,org.gjt.sp.jedit,Buffer,0,20,6,85,9,47,33,65,35,102,2,2167,1901,105,0.23843,54,350,0,279,0.977891,0.625,242,3.282353,3.723077,123,1029,7,25957,1144,28,1037,62,6560,5860,138536,0,12,21,0,2,21,20,20,14,1,0,68,10,4,3,0,0,85,2,0,0,2,83,64,0,1,false
19735,/mnt/qualitas/qualitas_corpus_compile/jedit-4.3.2,org.gjt.sp.jedit.buffer,JEditBuffer,0,21,2,117,0,27,21,96,24,0,1,2711,2424,70,0.409842,25,208,1,334,0.968032,0.757576,299,2.854701,3.114583,24,249,4,5150,285,28,1037,62,6560,5860,138536,0,4,17,3,0,7,4,4,17,3,0,95,5,17,0,0,0,117,0,0,0,0,117,94,0,2,false
19805,/mnt/qualitas/qualitas_corpus_compile/jedit-4.3.2,org.gjt.sp.jedit.syntax,XModeHandler.TagDecl,0,1,0,2,0,5,5,1,25,0,1,229,170,7,1,6,10,0,36,1,0.037037,23,18,23,17,109,1,3646,149,28,1037,62,6560,5860,138536,0,25,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,false
